"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","932562358","Fax","","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015254","Centre de Serveis Socials Sant Antoni","#","C","Calàbria","38","38","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.376675","2.159273","429697.334","4580913.852","429789.26","4581114.776","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015255","Centre de Serveis Socials Carmel","#","C","Santuari","27","27","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420291","2.151211","429070.62","4585762.674","429162.539","4585963.642","932563339","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015255","Centre de Serveis Socials Carmel","#","C","Santuari","27","27","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420291","2.151211","429070.62","4585762.674","429162.539","4585963.642","932563339","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015255","Centre de Serveis Socials Carmel","#","C","Santuari","27","27","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420291","2.151211","429070.62","4585762.674","429162.539","4585963.642","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015255","Centre de Serveis Socials Carmel","#","C","Santuari","27","27","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.420291","2.151211","429070.62","4585762.674","429162.539","4585963.642","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015992","Centre de Serveis Socials Poble-sec","#","C","Roser","15","15","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.37384","2.167051","430344.666","4580592.895","430436.598","4580793.816","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015992","Centre de Serveis Socials Poble-sec","#","C","Roser","15","15","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.37384","2.167051","430344.666","4580592.895","430436.598","4580793.816","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086015992","Centre de Serveis Socials Poble-sec","#","C","Roser","15","15","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.37384","2.167051","430344.666","4580592.895","430436.598","4580793.816","933 294 928","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086015992","Centre de Serveis Socials Poble-sec","#","C","Roser","15","15","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.37384","2.167051","430344.666","4580592.895","430436.598","4580793.816","933 294 928","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086027384","Centre de Serveis Socials Garcilaso","#","C","Garcilaso","103","103","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422635","2.18624","432000.252","4585994.794","432092.198","4586195.766","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086027384","Centre de Serveis Socials Garcilaso","#","C","Garcilaso","103","103","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422635","2.18624","432000.252","4585994.794","432092.198","4586195.766","932566069","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086027384","Centre de Serveis Socials Garcilaso","#","C","Garcilaso","103","103","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422635","2.18624","432000.252","4585994.794","432092.198","4586195.766","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086027384","Centre de Serveis Socials Garcilaso","#","C","Garcilaso","103","103","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.422635","2.18624","432000.252","4585994.794","432092.198","4586195.766","932566069","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086027723","Centre de Serveis Socials Clot-Camp de l'Arpa","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","932565881","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086027723","Centre de Serveis Socials Clot-Camp de l'Arpa","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086027723","Centre de Serveis Socials Clot-Camp de l'Arpa","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086027723","Centre de Serveis Socials Clot-Camp de l'Arpa","#","C","Corunya","5","7","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.407212","2.186378","431995.714","4584282.464","432087.66","4584483.42","932565881","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086031608","Centre de Serveis Socials Fort Pienc","#","Ctra","Antiga d'Horta","5","5","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.393871","2.180233","431468.104","4582806.142","431560.046","4583007.084","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086031608","Centre de Serveis Socials Fort Pienc","#","Ctra","Antiga d'Horta","5","5","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.393871","2.180233","431468.104","4582806.142","431560.046","4583007.084","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086031608","Centre de Serveis Socials Fort Pienc","#","Ctra","Antiga d'Horta","5","5","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.393871","2.180233","431468.104","4582806.142","431560.046","4583007.084","932564351","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086031608","Centre de Serveis Socials Fort Pienc","#","Ctra","Antiga d'Horta","5","5","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.393871","2.180233","431468.104","4582806.142","431560.046","4583007.084","932564351","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086036257","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403679","2.200518","433173.942","4583879.223","433265.899","4584080.175","932563904","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086036257","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403679","2.200518","433173.942","4583879.223","433265.899","4584080.175","932563904","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086036257","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403679","2.200518","433173.942","4583879.223","433265.899","4584080.175","936197311","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086036257","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403679","2.200518","433173.942","4583879.223","433265.899","4584080.175","936197311","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086036679","Centre de Serveis Socials Raval Sud","#","C","Carme","101","109","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379871","2.166577","430311.5","4581262.858","430403.432","4581463.785","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086036679","Centre de Serveis Socials Raval Sud","#","C","Carme","101","109","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379871","2.166577","430311.5","4581262.858","430403.432","4581463.785","932564722","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086036679","Centre de Serveis Socials Raval Sud","#","C","Carme","101","109","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379871","2.166577","430311.5","4581262.858","430403.432","4581463.785","932564722","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086036679","Centre de Serveis Socials Raval Sud","#","C","Carme","101","109","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379871","2.166577","430311.5","4581262.858","430403.432","4581463.785","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086038764","Centre Serveis Socials Vall d'Hebron","#","Av","Cardenal Vidal i Barraquer","45","45","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.43296","2.151524","429110.566","4587168.947","429202.485","4587369.929","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086038764","Centre Serveis Socials Vall d'Hebron","#","Av","Cardenal Vidal i Barraquer","45","45","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.43296","2.151524","429110.566","4587168.947","429202.485","4587369.929","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92086038764","Centre Serveis Socials Vall d'Hebron","#","Av","Cardenal Vidal i Barraquer","45","45","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.43296","2.151524","429110.566","4587168.947","429202.485","4587369.929","932563376","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92086038764","Centre Serveis Socials Vall d'Hebron","#","Av","Cardenal Vidal i Barraquer","45","45","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.43296","2.151524","429110.566","4587168.947","429202.485","4587369.929","932563376","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92133191703","Centre de Serveis Socials Roquetes-Trinitat Nova-Canyelles","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92133191703","Centre de Serveis Socials Roquetes-Trinitat Nova-Canyelles","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","932564337","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"92133191703","Centre de Serveis Socials Roquetes-Trinitat Nova-Canyelles","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","932564337","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"92133191703","Centre de Serveis Socials Roquetes-Trinitat Nova-Canyelles","#","C","Vidal i Guasch","76","78","50","les Roquetes","08","Nou Barris","08042","019","BARCELONA","41.447982","2.176482","431211.623","4588816.477","431303.561","4589017.474","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"94325093917","Centre de Serveis Socials Sant Gervasi","#","C","Arimon","7","7","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.404745","2.137359","427895.83","4584048.19","427987.739","4584249.142","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","","","","","","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"94325093917","Centre de Serveis Socials Sant Gervasi","#","C","Arimon","7","7","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.404745","2.137359","427895.83","4584048.19","427987.739","4584249.142","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","","","","","","","Centres de serveis socials","Serveis socials","Serveis socials",
"95026120845","Centre de Serveis Socials La Salut - El Coll - Vallcarca i els Penitents","#","C","Sargelet","2","2","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.409005","2.150886","429031.174","4584510.011","429123.093","4584710.968","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"95026120845","Centre de Serveis Socials La Salut - El Coll - Vallcarca i els Penitents","#","C","Sargelet","2","2","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.409005","2.150886","429031.174","4584510.011","429123.093","4584710.968","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"95026120845","Centre de Serveis Socials La Salut - El Coll - Vallcarca i els Penitents","#","C","Sargelet","2","2","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.409005","2.150886","429031.174","4584510.011","429123.093","4584710.968","932562873","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"95026120845","Centre de Serveis Socials La Salut - El Coll - Vallcarca i els Penitents","#","C","Sargelet","2","2","30","la Salut","06","Gràcia","08024","019","BARCELONA","41.409005","2.150886","429031.174","4584510.011","429123.093","4584710.968","932562873","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"95026131423","Centre de Serveis Socials Maternitat-Sant Ramon","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","1111111","15:00:00","18:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"95026131423","Centre de Serveis Socials Maternitat-Sant Ramon","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","932564803","Fax","","01/01","31/12","1111111","15:00:00","18:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"95026131423","Centre de Serveis Socials Maternitat-Sant Ramon","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","1111111","15:00:00","18:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"95026131423","Centre de Serveis Socials Maternitat-Sant Ramon","#","Trav","Corts","122","122","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.379963","2.126022","426920.494","4581306.367","427012.394","4581507.294","932564803","Fax","","01/01","31/12","1111111","15:00:00","18:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"96030100245","Centre de Serveis Socials Ciutat Meridiana-Torre Baró-Vallbona","#","Av","Rasos de Peguera","25","25","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.461087","2.178219","431370.522","4590270.005","431462.461","4590471.016","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"96030100245","Centre de Serveis Socials Ciutat Meridiana-Torre Baró-Vallbona","#","Av","Rasos de Peguera","25","25","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.461087","2.178219","431370.522","4590270.005","431462.461","4590471.016","932562908","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"96030100245","Centre de Serveis Socials Ciutat Meridiana-Torre Baró-Vallbona","#","Av","Rasos de Peguera","25","25","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.461087","2.178219","431370.522","4590270.005","431462.461","4590471.016","932562908","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"96030100245","Centre de Serveis Socials Ciutat Meridiana-Torre Baró-Vallbona","#","Av","Rasos de Peguera","25","25","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.461087","2.178219","431370.522","4590270.005","431462.461","4590471.016","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"96030100926","Centre de Serveis Socials Porta-Vilapicina i Torre Llobeta","#","C","Selva","57","57","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435875","2.175581","431123.612","4587473.092","431215.549","4587674.077","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"96030100926","Centre de Serveis Socials Porta-Vilapicina i Torre Llobeta","#","C","Selva","57","57","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435875","2.175581","431123.612","4587473.092","431215.549","4587674.077","932565162","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"96030100926","Centre de Serveis Socials Porta-Vilapicina i Torre Llobeta","#","C","Selva","57","57","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435875","2.175581","431123.612","4587473.092","431215.549","4587674.077","932565162","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"96030100926","Centre de Serveis Socials Porta-Vilapicina i Torre Llobeta","#","C","Selva","57","57","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435875","2.175581","431123.612","4587473.092","431215.549","4587674.077","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"98275082422","Centre de Serveis Socials Nova Esquerra de l'Eixample","#","C","Comte Borrell","305","305","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.389505","2.146406","428635.356","4582348.786","428727.272","4582549.723","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"98275082422","Centre de Serveis Socials Nova Esquerra de l'Eixample","#","C","Comte Borrell","305","305","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.389505","2.146406","428635.356","4582348.786","428727.272","4582549.723","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
